"colony_id","location","surveyyear","period","method","transect","species","category","code","code_meaning","extent","notes"
"200716HBET3047712","Hind Bank East FSA",2020,"SCTLD","intercept","3","Agaricia lamarcki",NA,NA,NA,0,NA
"200716HBET3047713","Hind Bank East FSA",2020,"SCTLD","intercept","3","Orbicella franksi",NA,NA,NA,0,NA
"200716HBET3047714","Hind Bank East FSA",2020,"SCTLD","intercept","3","Orbicella franksi",NA,NA,NA,0,NA
"200716HBET3047715","Hind Bank East FSA",2020,"SCTLD","intercept","3","Agaricia lamarcki",NA,NA,NA,0,NA
"200716HBET3047716","Hind Bank East FSA",2020,"SCTLD","intercept","3","Orbicella franksi",NA,NA,NA,0,NA
"200716HBET3047717","Hind Bank East FSA",2020,"SCTLD","intercept","3","Orbicella franksi",NA,NA,NA,0,NA
"200716HBET3047718","Hind Bank East FSA",2020,"SCTLD","intercept","3","Orbicella franksi",NA,NA,NA,0,NA
"200716HBET3047719","Hind Bank East FSA",2020,"SCTLD","intercept","3","Orbicella franksi",NA,NA,NA,0,NA
"200716HBET3047720","Hind Bank East FSA",2020,"SCTLD","intercept","3","Agaricia lamarcki",NA,NA,NA,0,NA
"200716HBET3047721","Hind Bank East FSA",2020,"SCTLD","intercept","3","Orbicella franksi",NA,NA,NA,0,NA
"200716HBET4048015","Hind Bank East FSA",2020,"SCTLD","intercept","4","Agaricia agaricites",NA,NA,NA,0,NA
"200716HBET4048016","Hind Bank East FSA",2020,"SCTLD","intercept","4","Agaricia lamarcki",NA,NA,NA,0,NA
"200716HBET4048017","Hind Bank East FSA",2020,"SCTLD","intercept","4","Orbicella franksi",NA,NA,NA,0,NA
"200716HBET4048018","Hind Bank East FSA",2020,"SCTLD","intercept","4","Orbicella franksi",NA,NA,NA,0,NA
"200716HBET4048019","Hind Bank East FSA",2020,"SCTLD","intercept","4","Agaricia lamarcki",NA,NA,NA,0,NA
"200716HBET4048020","Hind Bank East FSA",2020,"SCTLD","intercept","4","Agaricia lamarcki",NA,NA,NA,0,NA
"200716HBET4048021","Hind Bank East FSA",2020,"SCTLD","intercept","4","Orbicella franksi",NA,NA,NA,0,NA
"200716HBET4048022","Hind Bank East FSA",2020,"SCTLD","intercept","4","Porites astreoides",NA,NA,NA,0,NA
"200716HBET4048023","Hind Bank East FSA",2020,"SCTLD","intercept","4","Millepora alcicornis",NA,NA,NA,0,NA
"200716HBET4048024","Hind Bank East FSA",2020,"SCTLD","intercept","4","Orbicella franksi",NA,NA,NA,0,NA
"200716HBET5048347","Hind Bank East FSA",2020,"SCTLD","intercept","5","Orbicella franksi",NA,NA,NA,0,NA
"200716HBET5048348","Hind Bank East FSA",2020,"SCTLD","intercept","5","Orbicella franksi",NA,NA,NA,0,NA
"200716HBET5048349","Hind Bank East FSA",2020,"SCTLD","intercept","5","Agaricia agaricites",NA,NA,NA,0,NA
"200716HBET5048350","Hind Bank East FSA",2020,"SCTLD","intercept","5","Agaricia lamarcki",NA,NA,NA,0,NA
"200716HBET5048351","Hind Bank East FSA",2020,"SCTLD","intercept","5","Porites astreoides",NA,NA,NA,0,NA
"200716HBET5048352","Hind Bank East FSA",2020,"SCTLD","intercept","5","Stephanocoenia intersepta",NA,NA,NA,0,NA
"200716HBET5048353","Hind Bank East FSA",2020,"SCTLD","intercept","5","Siderastrea siderea",NA,NA,NA,0,NA
"200716HBET5048354","Hind Bank East FSA",2020,"SCTLD","intercept","5","Orbicella franksi",NA,NA,NA,0,NA
"200716HBET5048355","Hind Bank East FSA",2020,"SCTLD","intercept","5","Agaricia lamarcki",NA,NA,NA,0,NA
"200716HBET5048356","Hind Bank East FSA",2020,"SCTLD","intercept","5","Orbicella franksi",NA,NA,NA,0,NA
"200716HBET5048357","Hind Bank East FSA",2020,"SCTLD","intercept","5","Orbicella franksi",NA,NA,NA,0,NA
"200716HBET5048358","Hind Bank East FSA",2020,"SCTLD","intercept","5","Orbicella franksi",NA,NA,NA,0,NA
"200709MGNT1054944","Magens Bay",2020,"SCTLD","intercept","1","Colpophyllia natans",NA,NA,NA,0,NA
"200709MGNT1054945","Magens Bay",2020,"SCTLD","intercept","1","Montastraea cavernosa",NA,NA,NA,0,NA
"200709MGNT1054946","Magens Bay",2020,"SCTLD","50 cm belt","1","Porites astreoides",NA,NA,NA,0,NA
"200709MGNT1054947","Magens Bay",2020,"SCTLD","50 cm belt","1","Porites astreoides",NA,NA,NA,0,NA
"200709MGNT1054948","Magens Bay",2020,"SCTLD","50 cm belt","1","Porites astreoides",NA,NA,NA,0,NA
"200709MGNT1054949","Magens Bay",2020,"SCTLD","50 cm belt","1","Porites astreoides",NA,NA,NA,0,NA
"200709MGNT1054950","Magens Bay",2020,"SCTLD","50 cm belt","1","Porites astreoides",NA,NA,NA,0,NA
"200709MGNT1054951","Magens Bay",2020,"SCTLD","50 cm belt","1","Porites astreoides",NA,NA,NA,0,NA
"200709MGNT1054952","Magens Bay",2020,"SCTLD","50 cm belt","1","Porites astreoides",NA,NA,NA,0,NA
"200709MGNT1054953","Magens Bay",2020,"SCTLD","50 cm belt","1","Porites astreoides",NA,NA,NA,0,NA
"200709MGNT1054954","Magens Bay",2020,"SCTLD","50 cm belt","1","Porites astreoides",NA,NA,NA,0,NA
"200709MGNT1054955","Magens Bay",2020,"SCTLD","50 cm belt","1","Porites astreoides",NA,NA,NA,0,NA
"200709MGNT1054956","Magens Bay",2020,"SCTLD","50 cm belt","1","Porites astreoides",NA,NA,NA,0,NA
"200709MGNT1054957","Magens Bay",2020,"SCTLD","50 cm belt","1","Porites astreoides",NA,NA,NA,0,NA
"200709MGNT1054958","Magens Bay",2020,"SCTLD","50 cm belt","1","Siderastrea siderea",NA,NA,NA,0,NA
"200709MGNT1054959","Magens Bay",2020,"SCTLD","50 cm belt","1","Stephanocoenia intersepta",NA,NA,NA,0,NA
"200709MGNT1054960","Magens Bay",2020,"SCTLD","50 cm belt","1","Stephanocoenia intersepta",NA,NA,NA,0,NA
"200709MGNT1054961","Magens Bay",2020,"SCTLD","50 cm belt","1","Porites porites",NA,NA,NA,0,NA
"200709MGNT1054962","Magens Bay",2020,"SCTLD","50 cm belt","1","Porites porites",NA,NA,NA,0,NA
"200709MGNT1054963","Magens Bay",2020,"SCTLD","50 cm belt","1","Porites porites",NA,NA,NA,0,NA
"200709MGNT1054964","Magens Bay",2020,"SCTLD","50 cm belt","1","Stephanocoenia intersepta",NA,NA,NA,0,NA
"200709MGNT1054965","Magens Bay",2020,"SCTLD","50 cm belt","1","Siderastrea siderea",NA,NA,NA,0,NA
"200709MGNT1054966","Magens Bay",2020,"SCTLD","50 cm belt","1","Agaricia spp.",NA,NA,NA,0,NA
"200709MGNT1054967","Magens Bay",2020,"SCTLD","50 cm belt","1","Agaricia spp.",NA,NA,NA,0,NA
"200709MGNT1054968","Magens Bay",2020,"SCTLD","50 cm belt","1","Agaricia spp.",NA,NA,NA,0,NA
"200709MGNT1054969","Magens Bay",2020,"SCTLD","50 cm belt","1","Agaricia spp.",NA,NA,NA,0,NA
"200709MGNT1054970","Magens Bay",2020,"SCTLD","50 cm belt","1","Agaricia spp.",NA,NA,NA,0,NA
"200709MGNT1054971","Magens Bay",2020,"SCTLD","50 cm belt","1","Agaricia spp.",NA,NA,NA,0,NA
"200709MGNT1054972","Magens Bay",2020,"SCTLD","50 cm belt","1","Agaricia spp.",NA,NA,NA,0,NA
"200709MGNT1054973","Magens Bay",2020,"SCTLD","50 cm belt","1","Agaricia spp.",NA,NA,NA,0,NA
"200709MGNT1054974","Magens Bay",2020,"SCTLD","50 cm belt","1","Siderastrea siderea",NA,NA,NA,0,NA
"200709MGNT1054975","Magens Bay",2020,"SCTLD","50 cm belt","1","Siderastrea siderea",NA,NA,NA,0,NA
"200709MGNT2055335","Magens Bay",2020,"SCTLD","intercept","2","Porites astreoides",NA,NA,NA,0,NA
"200709MGNT2055336","Magens Bay",2020,"SCTLD","intercept","2","Siderastrea siderea",NA,NA,NA,0,NA
"200709MGNT2055337","Magens Bay",2020,"SCTLD","intercept","2","Siderastrea siderea",NA,NA,NA,0,NA
"200709MGNT2055338","Magens Bay",2020,"SCTLD","intercept","2","Orbicella annularis",NA,NA,NA,0,NA
"200709MGNT2055339","Magens Bay",2020,"SCTLD","50 cm belt","2","Orbicella annularis",NA,NA,NA,0,NA
"200709MGNT2055340","Magens Bay",2020,"SCTLD","50 cm belt","2","Siderastrea siderea",NA,NA,NA,0,NA
"200709MGNT2055341","Magens Bay",2020,"SCTLD","50 cm belt","2","Siderastrea siderea",NA,NA,NA,0,NA
"200709MGNT2055342","Magens Bay",2020,"SCTLD","50 cm belt","2","Siderastrea siderea",NA,NA,NA,0,NA
"200709MGNT2055343","Magens Bay",2020,"SCTLD","50 cm belt","2","Siderastrea siderea",NA,NA,NA,0,NA
"200709MGNT2055344","Magens Bay",2020,"SCTLD","50 cm belt","2","Siderastrea siderea",NA,NA,NA,0,NA
"200709MGNT2055345","Magens Bay",2020,"SCTLD","50 cm belt","2","Porites astreoides",NA,NA,NA,0,NA
"200709MGNT2055346","Magens Bay",2020,"SCTLD","50 cm belt","2","Porites astreoides",NA,NA,NA,0,NA
"200709MGNT2055347","Magens Bay",2020,"SCTLD","50 cm belt","2","Porites astreoides",NA,NA,NA,0,NA
"200709MGNT2055348","Magens Bay",2020,"SCTLD","50 cm belt","2","Porites astreoides",NA,NA,NA,0,NA
"200709MGNT2055349","Magens Bay",2020,"SCTLD","50 cm belt","2","Porites astreoides",NA,NA,NA,0,NA
"200709MGNT2055350","Magens Bay",2020,"SCTLD","50 cm belt","2","Porites astreoides",NA,NA,NA,0,NA
"200709MGNT2055351","Magens Bay",2020,"SCTLD","50 cm belt","2","Porites astreoides",NA,NA,NA,0,NA
"200709MGNT2055352","Magens Bay",2020,"SCTLD","50 cm belt","2","Porites astreoides",NA,NA,NA,0,NA
"200709MGNT2055353","Magens Bay",2020,"SCTLD","50 cm belt","2","Porites astreoides",NA,NA,NA,0,NA
"200709MGNT2055354","Magens Bay",2020,"SCTLD","50 cm belt","2","Porites astreoides",NA,NA,NA,0,NA
"200709MGNT2055355","Magens Bay",2020,"SCTLD","50 cm belt","2","Porites porites",NA,NA,NA,0,NA
"200709MGNT2055356","Magens Bay",2020,"SCTLD","50 cm belt","2","Agaricia spp.",NA,NA,NA,0,NA
"200709MGNT2055357","Magens Bay",2020,"SCTLD","50 cm belt","2","Agaricia spp.",NA,NA,NA,0,NA
"200709MGNT2055358","Magens Bay",2020,"SCTLD","50 cm belt","2","Agaricia spp.",NA,NA,NA,0,NA
"200709MGNT2055359","Magens Bay",2020,"SCTLD","50 cm belt","2","Agaricia spp.",NA,NA,NA,0,NA
"200709MGNT2055360","Magens Bay",2020,"SCTLD","50 cm belt","2","Agaricia spp.",NA,NA,NA,0,NA
"200709MGNT2055361","Magens Bay",2020,"SCTLD","50 cm belt","2","Agaricia spp.",NA,NA,NA,0,NA
"200709MGNT2055362","Magens Bay",2020,"SCTLD","50 cm belt","2","Agaricia spp.",NA,NA,NA,0,NA
"200709MGNT2055363","Magens Bay",2020,"SCTLD","50 cm belt","2","Stephanocoenia intersepta",NA,NA,NA,0,NA
"200709MGNT2055364","Magens Bay",2020,"SCTLD","50 cm belt","2","Orbicella franksi",NA,NA,NA,0,NA
"200709MGNT2055365","Magens Bay",2020,"SCTLD","50 cm belt","2","Orbicella faveolata",NA,NA,NA,0,NA
"200709MGNT2055366","Magens Bay",2020,"SCTLD","50 cm belt","2","Orbicella franksi",NA,NA,NA,0,NA
"200709MGNT2055367","Magens Bay",2020,"SCTLD","50 cm belt","2","Diploria labyrinthiformis",NA,NA,NA,0,NA
"200709MGNT2055368","Magens Bay",2020,"SCTLD","50 cm belt","2","Millepora alcicornis",NA,NA,NA,0,NA
"200709MGNT2055369","Magens Bay",2020,"SCTLD","50 cm belt","2","Millepora alcicornis",NA,NA,NA,0,NA
"200709MGNT3055933","Magens Bay",2020,"SCTLD","intercept","3","Siderastrea siderea",NA,NA,NA,0,NA
"200709MGNT3055934","Magens Bay",2020,"SCTLD","intercept","3","Orbicella franksi",NA,NA,NA,0,NA
"200709MGNT3055935","Magens Bay",2020,"SCTLD","intercept","3","Diploria labyrinthiformis",NA,NA,NA,0,NA
"200709MGNT3055936","Magens Bay",2020,"SCTLD","intercept","3","Orbicella annularis",NA,NA,NA,0,NA
"200709MGNT3055937","Magens Bay",2020,"SCTLD","intercept","3","Montastraea cavernosa",NA,NA,NA,0,NA
"200709MGNT3055938","Magens Bay",2020,"SCTLD","intercept","3","Porites astreoides",NA,NA,NA,0,NA
"200709MGNT3055939","Magens Bay",2020,"SCTLD","intercept","3","Orbicella annularis",NA,NA,NA,0,NA
"200709MGNT4056535","Magens Bay",2020,"SCTLD","50 cm belt","4","Porites astreoides",NA,NA,NA,0,NA
"200709MGNT4056536","Magens Bay",2020,"SCTLD","50 cm belt","4","Porites astreoides",NA,NA,NA,0,NA
"200709MGNT4056537","Magens Bay",2020,"SCTLD","50 cm belt","4","Porites astreoides",NA,NA,NA,0,NA
"200709MGNT4056538","Magens Bay",2020,"SCTLD","50 cm belt","4","Siderastrea siderea",NA,NA,NA,0,NA
"200709MGNT4056539","Magens Bay",2020,"SCTLD","50 cm belt","4","Agaricia spp.",NA,NA,NA,0,NA
"200709MGNT4056540","Magens Bay",2020,"SCTLD","50 cm belt","4","Agaricia spp.",NA,NA,NA,0,NA
"200709MGNT4056541","Magens Bay",2020,"SCTLD","50 cm belt","4","Agaricia humilis",NA,NA,NA,0,NA
"200709MGNT4056542","Magens Bay",2020,"SCTLD","50 cm belt","4","Orbicella annularis",NA,NA,NA,0,NA
"200709MGNT4056543","Magens Bay",2020,"SCTLD","50 cm belt","4","Porites astreoides",NA,NA,NA,0,NA
"200709MGNT4056544","Magens Bay",2020,"SCTLD","50 cm belt","4","Porites astreoides",NA,NA,NA,0,NA
"200709MGNT4056545","Magens Bay",2020,"SCTLD","50 cm belt","4","Porites astreoides",NA,NA,NA,0,NA
"200709MGNT4056546","Magens Bay",2020,"SCTLD","50 cm belt","4","Porites astreoides",NA,NA,NA,0,NA
"200709MGNT4056547","Magens Bay",2020,"SCTLD","50 cm belt","4","Porites astreoides",NA,NA,NA,0,NA
"200709MGNT4056548","Magens Bay",2020,"SCTLD","50 cm belt","4","Orbicella annularis",NA,NA,NA,0,NA
"200709MGNT4056549","Magens Bay",2020,"SCTLD","50 cm belt","4","Orbicella franksi",NA,NA,NA,0,NA
"200709MGNT4056550","Magens Bay",2020,"SCTLD","50 cm belt","4","Siderastrea siderea",NA,NA,NA,0,NA
"200709MGNT4056551","Magens Bay",2020,"SCTLD","50 cm belt","4","Siderastrea siderea",NA,NA,NA,0,NA
"200709MGNT4056552","Magens Bay",2020,"SCTLD","50 cm belt","4","Orbicella faveolata",NA,NA,NA,0,NA
"200709MGNT4056553","Magens Bay",2020,"SCTLD","intercept","4","Siderastrea siderea",NA,NA,NA,0,NA
"200709MGNT4056554","Magens Bay",2020,"SCTLD","50 cm belt","4","Orbicella annularis",NA,NA,NA,0,NA
"200709MGNT4056555","Magens Bay",2020,"SCTLD","50 cm belt","4","Siderastrea siderea",NA,NA,NA,0,NA
"200709MGNT4056556","Magens Bay",2020,"SCTLD","50 cm belt","4","Agaricia spp.",NA,NA,NA,0,NA
"200709MGNT4056557","Magens Bay",2020,"SCTLD","50 cm belt","4","Orbicella annularis",NA,NA,NA,0,NA
"200709MGNT4056558","Magens Bay",2020,"SCTLD","intercept","4","Porites astreoides",NA,NA,NA,0,NA
"200709MGNT4056559","Magens Bay",2020,"SCTLD","intercept","4","Porites astreoides",NA,NA,NA,0,NA
"200709MGNT4056560","Magens Bay",2020,"SCTLD","50 cm belt","4","Porites astreoides",NA,NA,NA,0,NA
"200709MGNT4056561","Magens Bay",2020,"SCTLD","50 cm belt","4","Porites astreoides",NA,NA,NA,0,NA
"200709MGNT4056562","Magens Bay",2020,"SCTLD","50 cm belt","4","Porites astreoides",NA,NA,NA,0,NA
"200709MGNT4056563","Magens Bay",2020,"SCTLD","50 cm belt","4","Porites astreoides",NA,NA,NA,0,NA
"200709MGNT4056564","Magens Bay",2020,"SCTLD","50 cm belt","4","Porites astreoides",NA,NA,NA,0,NA
"200709MGNT4056565","Magens Bay",2020,"SCTLD","50 cm belt","4","Stephanocoenia intersepta",NA,NA,NA,0,NA
"200709MGNT4056566","Magens Bay",2020,"SCTLD","50 cm belt","4","Stephanocoenia intersepta",NA,NA,NA,0,NA
"200709MGNT4056567","Magens Bay",2020,"SCTLD","50 cm belt","4","Montastraea cavernosa",NA,NA,NA,0,NA
"200709MGNT4056568","Magens Bay",2020,"SCTLD","50 cm belt","4","Siderastrea siderea",NA,NA,NA,0,NA
"200709MGNT4056569","Magens Bay",2020,"SCTLD","50 cm belt","4","Agaricia spp.",NA,NA,NA,0,NA
"200709MGNT4056570","Magens Bay",2020,"SCTLD","50 cm belt","4","Agaricia spp.",NA,NA,NA,0,NA
"200709MGNT4056571","Magens Bay",2020,"SCTLD","50 cm belt","4","Agaricia spp.",NA,NA,NA,0,NA
"200709MGNT4056572","Magens Bay",2020,"SCTLD","50 cm belt","4","Porites porites",NA,NA,NA,0,NA
"200709MGNT4056573","Magens Bay",2020,"SCTLD","50 cm belt","4","Porites porites",NA,NA,NA,0,NA
"200709MGNT4056574","Magens Bay",2020,"SCTLD","intercept","4","Porites porites",NA,NA,NA,0,NA
"200709MGNT4056575","Magens Bay",2020,"SCTLD","50 cm belt","4","Millepora alcicornis",NA,NA,NA,0,NA
"200709MGNT4056576","Magens Bay",2020,"SCTLD","50 cm belt","4","Siderastrea siderea",NA,NA,NA,0,NA
"200709MGNT4056577","Magens Bay",2020,"SCTLD","50 cm belt","4","Meandrina meandrites",NA,NA,NA,0,NA
"200709MGNT5056990","Magens Bay",2020,"SCTLD","intercept","5","Porites porites",NA,NA,NA,0,NA
"200709MGNT5056991","Magens Bay",2020,"SCTLD","intercept","5","Orbicella franksi",NA,NA,NA,0,NA
"200709MGNT5056992","Magens Bay",2020,"SCTLD","intercept","5","Porites astreoides",NA,NA,NA,0,NA
"200709MGNT5056993","Magens Bay",2020,"SCTLD","intercept","5","Orbicella franksi",NA,NA,NA,0,NA
"200709MGNT5056994","Magens Bay",2020,"SCTLD","intercept","5","Agaricia spp.",NA,NA,NA,0,NA
"200709MGNT5056995","Magens Bay",2020,"SCTLD","intercept","5","Porites astreoides",NA,NA,NA,0,NA
"200709MGNT5056996","Magens Bay",2020,"SCTLD","intercept","5","Agaricia spp.",NA,NA,NA,0,NA
"200709MGNT5056997","Magens Bay",2020,"SCTLD","intercept","5","Millepora alcicornis",NA,NA,NA,0,NA
"200709MGNT5056998","Magens Bay",2020,"SCTLD","intercept","5","Siderastrea siderea",NA,NA,NA,0,NA
"200709MGNT5056999","Magens Bay",2020,"SCTLD","intercept","5","Siderastrea siderea",NA,NA,NA,0,NA
"200709MGNT5057000","Magens Bay",2020,"SCTLD","intercept","5","Porites astreoides",NA,NA,NA,0,NA
"200709MGNT5057001","Magens Bay",2020,"SCTLD","intercept","5","Siderastrea siderea",NA,NA,NA,0,NA
"200709MGNT6057262","Magens Bay",2020,"SCTLD","intercept","6","Siderastrea siderea",NA,NA,NA,0,NA
"200709MGNT6057263","Magens Bay",2020,"SCTLD","intercept","6","Agaricia spp.",NA,NA,NA,0,NA
"200709MGNT6057264","Magens Bay",2020,"SCTLD","intercept","6","Orbicella annularis",NA,NA,NA,0,NA
"200709MGNT6057265","Magens Bay",2020,"SCTLD","intercept","6","Siderastrea siderea",NA,NA,NA,0,NA
"200709MGNT6057266","Magens Bay",2020,"SCTLD","intercept","6","Siderastrea siderea",NA,NA,NA,0,NA
"200709MGNT6057267","Magens Bay",2020,"SCTLD","intercept","6","Orbicella annularis",NA,NA,NA,0,NA
"200709MGNT6057268","Magens Bay",2020,"SCTLD","intercept","6","Siderastrea siderea",NA,NA,NA,0,NA
"200709MGNT6057269","Magens Bay",2020,"SCTLD","intercept","6","Agaricia spp.",NA,NA,NA,0,NA
"200709MGNT6057270","Magens Bay",2020,"SCTLD","intercept","6","Stephanocoenia intersepta",NA,NA,NA,0,NA
"200709MGNT6057271","Magens Bay",2020,"SCTLD","intercept","6","Orbicella annularis",NA,NA,NA,0,NA
"200714SVNT1064291","Savana",2020,"SCTLD","50 cm belt","1","Porites astreoides",NA,NA,NA,0,NA
"200714SVNT1064292","Savana",2020,"SCTLD","50 cm belt","1","Porites astreoides",NA,NA,NA,0,NA
"200714SVNT1064293","Savana",2020,"SCTLD","50 cm belt","1","Porites astreoides",NA,NA,NA,0,NA
"200714SVNT1064294","Savana",2020,"SCTLD","50 cm belt","1","Porites astreoides",NA,NA,NA,0,NA
"200714SVNT1064295","Savana",2020,"SCTLD","50 cm belt","1","Porites astreoides",NA,NA,NA,0,NA
"200714SVNT1064296","Savana",2020,"SCTLD","50 cm belt","1","Porites astreoides",NA,NA,NA,0,NA
"200714SVNT1064297","Savana",2020,"SCTLD","50 cm belt","1","Millepora alcicornis",NA,NA,NA,0,NA
"200714SVNT1064298","Savana",2020,"SCTLD","50 cm belt","1","Millepora alcicornis",NA,NA,NA,0,NA
"200714SVNT1064299","Savana",2020,"SCTLD","50 cm belt","1","Millepora alcicornis",NA,NA,NA,0,NA
"200714SVNT1064300","Savana",2020,"SCTLD","50 cm belt","1","Millepora alcicornis",NA,NA,NA,0,NA
"200714SVNT1064301","Savana",2020,"SCTLD","50 cm belt","1","Millepora alcicornis",NA,NA,NA,0,NA
"200714SVNT1064302","Savana",2020,"SCTLD","50 cm belt","1","Millepora alcicornis",NA,NA,NA,0,NA
"200714SVNT1064303","Savana",2020,"SCTLD","50 cm belt","1","Agaricia agaricites",NA,NA,NA,0,NA
"200714SVNT1064304","Savana",2020,"SCTLD","50 cm belt","1","Orbicella franksi",NA,NA,NA,0,NA
"200714SVNT1064305","Savana",2020,"SCTLD","intercept","1","Orbicella faveolata",NA,NA,NA,0,NA
"200714SVNT2064702","Savana",2020,"SCTLD","50 cm belt","2","Porites astreoides",NA,NA,NA,0,NA
"200714SVNT2064703","Savana",2020,"SCTLD","50 cm belt","2","Porites astreoides",NA,NA,NA,0,NA
"200714SVNT2064704","Savana",2020,"SCTLD","50 cm belt","2","Porites astreoides",NA,NA,NA,0,NA
"200714SVNT2064705","Savana",2020,"SCTLD","50 cm belt","2","Porites astreoides",NA,NA,NA,0,NA
"200714SVNT2064706","Savana",2020,"SCTLD","50 cm belt","2","Porites astreoides",NA,NA,NA,0,NA
"200714SVNT2064707","Savana",2020,"SCTLD","50 cm belt","2","Porites astreoides",NA,NA,NA,0,NA
"200714SVNT2064708","Savana",2020,"SCTLD","intercept","2","Porites astreoides",NA,NA,NA,0,NA
"200714SVNT2064709","Savana",2020,"SCTLD","50 cm belt","2","Porites furcata",NA,NA,NA,0,NA
"200714SVNT2064710","Savana",2020,"SCTLD","50 cm belt","2","Siderastrea siderea",NA,NA,NA,0,NA
"200714SVNT2064711","Savana",2020,"SCTLD","50 cm belt","2","Porites astreoides",NA,NA,NA,0,NA
"200714SVNT2064712","Savana",2020,"SCTLD","50 cm belt","2","Millepora alcicornis",NA,NA,NA,0,NA
"200714SVNT2064713","Savana",2020,"SCTLD","50 cm belt","2","Orbicella franksi",NA,NA,NA,0,NA
"200714SVNT2064714","Savana",2020,"SCTLD","50 cm belt","2","Porites furcata",NA,NA,NA,0,NA
"200714SVNT2064715","Savana",2020,"SCTLD","50 cm belt","2","Millepora alcicornis",NA,NA,NA,0,NA
"200714SVNT2064716","Savana",2020,"SCTLD","intercept","2","Orbicella franksi",NA,NA,NA,0,NA
"200714SVNT2064717","Savana",2020,"SCTLD","50 cm belt","2","Orbicella faveolata",NA,NA,NA,0,NA
"200714SVNT2064718","Savana",2020,"SCTLD","50 cm belt","2","Siderastrea siderea",NA,NA,NA,0,NA
"200714SVNT2064719","Savana",2020,"SCTLD","50 cm belt","2","Madracis spp.",NA,NA,NA,0,NA
"200714SVNT3065184","Savana",2020,"SCTLD","50 cm belt","3","Montastraea cavernosa",NA,NA,NA,0,NA
"200714SVNT3065185","Savana",2020,"SCTLD","50 cm belt","3","Millepora alcicornis",NA,NA,NA,0,NA
"200714SVNT3065186","Savana",2020,"SCTLD","50 cm belt","3","Siderastrea siderea",NA,NA,NA,0,NA
"200714SVNT3065187","Savana",2020,"SCTLD","50 cm belt","3","Montastraea cavernosa",NA,NA,NA,0,NA
"200714SVNT3065188","Savana",2020,"SCTLD","50 cm belt","3","Porites astreoides",NA,NA,NA,0,NA
"200714SVNT3065189","Savana",2020,"SCTLD","intercept","3","Orbicella franksi",NA,NA,NA,0,NA
"200714SVNT3065190","Savana",2020,"SCTLD","50 cm belt","3","Porites colonensis",NA,NA,NA,0,NA
"200714SVNT3065191","Savana",2020,"SCTLD","50 cm belt","3","Montastraea cavernosa",NA,NA,NA,0,NA
"200714SVNT3065192","Savana",2020,"SCTLD","50 cm belt","3","Orbicella species complex",NA,NA,NA,0,NA
"200714SVNT3065193","Savana",2020,"SCTLD","50 cm belt","3","Orbicella species complex",NA,NA,NA,0,NA
"200714SVNT3065194","Savana",2020,"SCTLD","50 cm belt","3","Porites astreoides",NA,NA,NA,0,NA
"200714SVNT3065195","Savana",2020,"SCTLD","50 cm belt","3","Millepora alcicornis",NA,NA,NA,0,NA
"200714SVNT3065196","Savana",2020,"SCTLD","50 cm belt","3","Orbicella faveolata",NA,NA,NA,0,NA
"200714SVNT3065197","Savana",2020,"SCTLD","50 cm belt","3","Porites porites",NA,NA,NA,0,NA
"200714SVNT3065198","Savana",2020,"SCTLD","50 cm belt","3","Stephanocoenia intersepta",NA,NA,NA,0,NA
"200714SVNT3065199","Savana",2020,"SCTLD","50 cm belt","3","Porites porites",NA,NA,NA,0,NA
"200714SVNT3065200","Savana",2020,"SCTLD","50 cm belt","3","Millepora alcicornis",NA,NA,NA,0,NA
"200714SVNT3065201","Savana",2020,"SCTLD","50 cm belt","3","Millepora alcicornis",NA,NA,NA,0,NA
"200714SVNT3065202","Savana",2020,"SCTLD","50 cm belt","3","Porites astreoides",NA,NA,NA,0,NA
"200714SVNT3065203","Savana",2020,"SCTLD","50 cm belt","3","Agaricia agaricites",NA,NA,NA,0,NA
"200714SVNT3065204","Savana",2020,"SCTLD","50 cm belt","3","Porites astreoides",NA,NA,NA,0,NA
"200714SVNT3065205","Savana",2020,"SCTLD","50 cm belt","3","Porites astreoides",NA,NA,NA,0,NA
"200714SVNT3065206","Savana",2020,"SCTLD","50 cm belt","3","Millepora alcicornis",NA,NA,NA,0,NA
"200714SVNT3065207","Savana",2020,"SCTLD","50 cm belt","3","Millepora alcicornis",NA,NA,NA,0,NA
"200714SVNT3065208","Savana",2020,"SCTLD","50 cm belt","3","Porites porites",NA,NA,NA,0,NA
"200714SVNT3065209","Savana",2020,"SCTLD","50 cm belt","3","Porites porites",NA,NA,NA,0,NA
"200714SVNT3065210","Savana",2020,"SCTLD","50 cm belt","3","Porites astreoides",NA,NA,NA,0,NA
"200714SVNT3065211","Savana",2020,"SCTLD","50 cm belt","3","Millepora alcicornis",NA,NA,NA,0,NA
"200714SVNT4065540","Savana",2020,"SCTLD","intercept","4","Agaricia spp.",NA,NA,NA,0,NA
"200714SVNT4065541","Savana",2020,"SCTLD","intercept","4","Agaricia spp.",NA,NA,NA,0,NA
"200714SVNT4065542","Savana",2020,"SCTLD","intercept","4","Orbicella annularis",NA,NA,NA,0,NA
"200714SVNT4065543","Savana",2020,"SCTLD","intercept","4","Porites astreoides",NA,NA,NA,0,NA
"200714SVNT4065544","Savana",2020,"SCTLD","intercept","4","Porites astreoides",NA,NA,NA,0,NA
"200714SVNT4065545","Savana",2020,"SCTLD","intercept","4","Agaricia spp.",NA,NA,NA,0,NA
